"","WT_1","KD_1","WT_2","KD_2","WT_3","KD_3"
"100126693",0,0,0,0,5,0
"100126780",0,0,1,0,0,0
"100126781",0,0,0,0,0,0
"100126784",614,556,215,188,430,289
"100126791",0,0,0,0,1,0
"100126793",28,16,19,7,15,36
"100126798",0,0,0,0,0,0
"100126799",0,0,0,0,0,0
"100126800",0,0,0,0,0,0
"100127206",0,0,0,0,0,0
"100127885",1,0,0,0,4,0
"100127888",6,7,0,2,1,3
"100127889",7,23,6,6,20,9
"100127891",12,28,0,0,30,34
"100127909",0,0,0,0,0,0
"100127910",6,12,0,0,17,15
"100127919",0,0,0,0,0,0
"100127946",0,0,0,0,0,0
"100127950",0,7,0,0,2,0
"100127961",0,0,0,0,0,0
"100127967",0,0,0,0,0,0
"100127974",7,17,0,0,25,15
"100127983",478,490,158,325,348,453
"100127987",0,0,0,0,0,0
"100128002",0,0,0,0,0,0
"100128003",146,122,0,0,325,79
"100128006",0,0,0,0,0,0
"100128023",0,0,0,0,0,0
"100128025",0,0,8,10,0,0
"100128028",4,4,0,0,3,0
"100128031",0,0,0,0,0,0
"100128054",0,1,2,0,3,0
"100128055",7,0,4,2,5,0
"100128059",4,0,0,0,0,0
"100128064",5,4,0,0,18,3
"100128071",9,10,7,9,23,4
"100128076",6,14,22,11,65,28
"100128077",4,8,0,0,11,3
"100128081",0,0,1,1,5,0
"100128095",0,0,0,0,0,0
"100128098",0,0,0,0,0,0
"100128105",0,0,0,0,1,0
"100128108",0,0,43,3,0,0
"100128124",0,0,0,0,0,0
"100128126",0,0,0,1,0,0
"100128127",0,0,0,0,0,0
"100128130",90,103,0,0,149,53
"100128131",0,0,0,0,0,0
"100128139",0,0,0,0,0,0
"100128155",0,0,0,0,0,0
"100128160",0,0,0,0,0,0
"100128164",2,12,2,0,13,4
"100128174",0,0,0,0,0,0
"100128176",0,0,0,0,0,0
"100128191",93,179,46,69,83,80
"100128233",0,0,2,0,0,0
"100128239",32,30,27,16,75,48
"100128242",58,45,0,0,30,38
"100128252",0,0,0,0,0,2
"100128253",12,12,0,0,9,9
"100128254",0,0,0,0,0,0
"100128256",0,0,0,0,0,1
"100128260",0,0,0,0,0,0
"100128262",2,6,0,0,4,4
"100128264",0,0,0,0,0,0
"100128270",0,0,0,0,0,0
"100128276",0,0,0,0,0,0
"100128278",0,0,0,0,0,0
"100128285",30,22,8,6,88,22
"100128288",11,15,53,10,85,16
"100128292",57,27,0,0,26,28
"100128300",22,4,0,0,18,4
"100128302",0,0,0,0,0,0
"100128304",0,0,0,0,0,0
"100128310",0,0,0,0,0,0
"100128317",0,0,36,50,0,0
"100128326",0,0,0,0,0,0
"100128327",2,2,0,0,0,0
"100128334",0,0,0,0,0,0
"100128338",0,0,0,0,0,0
"100128340",0,0,0,0,0,0
"100128342",0,0,0,0,4,0
"100128343",8,6,0,0,3,6
"100128346",6,5,0,0,6,7
"100128355",0,0,0,0,0,0
"100128361",54,134,52,52,86,75
"100128364",0,0,0,0,2,0
"100128371",0,0,0,0,0,0
"100128374",1,0,0,0,0,0
"100128378",0,0,0,0,0,0
"100128385",63,74,67,47,89,34
"100128398",0,0,0,0,0,3
"100128406",0,0,0,0,2,0
"100128420",0,0,0,0,0,0
"100128460",0,0,0,0,32,12
"100128482",0,0,0,0,2,0
"100128494",0,0,11,6,0,0
"100128496",0,0,0,0,0,0
"100128505",8,20,13,7,33,22
"100128508",0,0,0,0,0,0
"100128511",0,0,0,0,0,0
"100128531",0,0,11,3,0,0
"100128542",0,0,0,0,0,0
"100128553",0,0,0,0,0,0
"100128554",0,0,0,0,0,2
"100128560",0,0,1,0,0,0
"100128563",0,0,0,0,0,0
"100128568",0,0,17,28,0,0
"100128569",787,751,328,625,514,713
"100128573",0,0,0,3,0,0
"100128574",1,0,0,0,0,0
"100128590",0,4,1,0,2,0
"100128593",0,0,0,0,0,0
"100128596",1,2,0,0,2,0
"100128627",0,0,0,1,0,0
"100128640",28,14,14,11,14,27
"100128644",4,2,0,0,9,4
"100128653",38,15,15,9,26,18
"100128655",0,0,0,0,0,0
"100128675",0,0,0,0,0,0
"100128682",0,0,0,0,0,0
"100128714",0,0,0,0,0,0
"100128726",0,0,0,0,6,1
"100128731",2837,2778,1490,2436,2484,2818
"100128737",185,128,0,0,65,125
"100128750",51,75,19,15,51,36
"100128751",0,0,0,0,0,0
"100128770",1,0,0,0,2,0
"100128782",191,94,82,100,170,182
"100128785",0,0,0,0,0,0
"100128787",0,0,0,0,0,0
"100128788",7,5,1,4,1,2
"100128811",12,4,1,0,17,0
"100128816",3,0,0,0,0,4
"100128818",0,0,0,0,0,0
"100128822",153,66,49,150,114,260
"100128840",4,5,0,0,0,0
"100128881",80,13,58,12,87,29
"100128885",0,0,0,0,0,0
"100128890",80,68,62,47,119,86
"100128893",5,18,8,9,20,13
"100128905",0,0,2,0,0,0
"100128908",0,0,0,0,0,0
"100128909",2,1,0,0,2,0
"100128927",351,281,184,124,324,147
"100128935",0,0,0,0,0,0
"100128946",0,0,0,0,0,0
"100128977",0,0,0,0,0,0
"100128979",19,4,0,0,73,21
"100128988",2,2,0,0,0,0
"100128993",0,0,9,7,0,0
"100128997",16,9,0,0,2,0
"100128998",0,0,0,0,0,0
"100129027",0,0,0,0,2,2
"100129033",18,23,0,0,28,3
"100129034",529,799,682,577,1419,905
"100129046",0,0,0,0,0,0
"100129055",0,0,0,0,0,0
"100129060",14,7,0,0,38,2
"100129066",0,2,0,0,0,0
"100129075",42,28,50,37,92,53
"100129083",3,2,0,0,2,1
"100129085",0,0,0,0,0,0
"100129094",0,0,2,2,2,0
"100129098",0,0,0,0,0,0
"100129101",0,0,0,0,1,0
"100129104",88,98,0,0,150,114
"100129118",1,6,0,0,4,9
"100129119",0,4,0,0,6,0
"100129128",0,0,0,0,0,0
"100129135",0,0,0,0,0,0
"100129138",0,0,2,0,0,0
"100129144",0,0,0,0,0,0
"100129148",0,0,0,0,1,2
"100129175",0,0,0,0,0,0
"100129195",118,104,33,70,73,115
"100129196",0,0,7,3,5,2
"100129201",2,0,0,0,0,0
"100129203",0,4,7,1,6,0
"100129204",1,0,0,0,2,3
"100129213",0,0,1,0,0,0
"100129215",4,6,4,3,8,4
"100129216",3,0,9,3,8,3
"100129223",0,0,0,0,0,0
"100129233",0,0,0,0,0,1
"100129239",0,0,0,0,0,0
"100129250",55,33,36,79,25,37
"100129268",0,3,0,0,38,1
"100129269",18,28,9,6,8,12
"100129271",0,0,0,0,0,0
"100129278",0,0,0,0,0,0
"100129307",0,0,0,0,0,0
"100129316",2,4,5,1,6,6
"100129345",0,0,0,0,0,0
"100129354",0,2,4,0,0,0
"100129361",0,0,2,3,0,0
"100129385",0,0,0,0,0,0
"100129387",127,121,139,92,314,134
"100129396",0,0,0,0,0,0
"100129405",69,66,81,86,161,58
"100129407",0,0,0,0,0,0
"100129409",1,0,0,0,1,0
"100129413",0,0,0,0,0,0
"100129424",2,5,3,4,2,4
"100129427",0,0,0,0,0,0
"100129434",12,12,5,2,10,6
"100129460",0,0,35,27,0,0
"100129461",4,2,34,34,2,2
"100129463",0,0,0,0,0,0
"100129464",0,0,14,8,0,0
"100129478",6,6,0,0,16,4
"100129480",0,0,4,6,0,0
"100129482",178,282,204,92,451,232
"100129484",24,26,0,0,23,26
"100129492",3,8,0,0,3,1
"100129503",27,12,35,54,15,3
"100129515",0,0,0,0,0,0
"100129518",3,0,1,0,0,2
"100129520",0,0,0,0,0,0
"100129528",0,0,0,0,0,0
"100129534",70,85,43,32,61,56
"100129543",1,0,0,0,0,0
"100129550",105,176,74,146,180,192
"100129583",6,0,6,1,18,0
"100129596",0,0,0,0,0,0
"100129597",0,0,0,0,0,0
"100129603",0,0,1,5,0,0
"100129617",0,0,2,4,4,0
"100129620",0,0,0,0,0,0
"100129626",0,0,0,0,0,0
"100129633",0,0,0,0,2,0
"100129636",0,0,0,0,0,0
"100129637",269,222,0,0,238,202
"100129654",0,0,0,0,0,0
"100129662",0,0,1,2,0,0
"100129669",0,0,0,0,0,0
"100129697",0,0,0,0,0,0
"100129699",0,0,0,0,0,0
"100129702",0,0,0,0,2,1
"100129703",0,0,0,0,0,0
"100129716",44,46,15,29,39,31
"100129722",2,2,0,0,1,2
"100129726",6,10,6,3,18,7
"100129744",0,0,0,0,0,0
"100129781",10,27,0,0,18,28
"100129786",0,0,0,0,0,0
"100129792",170,374,92,147,156,330
"100129794",0,0,0,0,0,0
"100129827",0,1,4,2,3,3
"100129831",0,0,0,0,0,4
"100129842",2,0,1,0,0,0
"100129845",5,14,3,4,16,4
"100129858",69,29,49,31,111,29
"100129860",0,0,0,0,0,0
"100129885",0,0,0,0,0,0
"100129890",0,0,0,0,4,2
"100129898",0,0,0,0,0,0
"100129917",34,23,41,28,100,34
"100129924",2,0,3,2,2,0
"100129931",1,0,1,1,3,2
"100129935",0,0,0,0,0,0
"100129940",3,11,84,42,31,18
"100129961",49,44,23,18,55,44
"100129973",14,22,6,7,28,15
"100129979",0,0,0,0,0,0
"100129999",8,2,0,0,10,8
"10013",1018,968,473,507,1071,742
"100130000",3,5,0,0,2,0
"100130009",34,9,0,0,40,15
"100130015",6,4,11,6,10,11
"100130017",0,0,0,0,0,0
"100130027",156,170,0,0,178,104
"100130071",2,0,0,0,2,2
"100130075",0,0,0,0,0,0
"100130083",0,0,0,0,0,0
"100130086",0,0,0,1,0,0
"100130093",5,2,4,8,5,2
"100130097",8,5,16,2,32,7
"100130100",11,0,40,18,9,4
"100130111",55,50,0,0,36,93
"100130148",0,0,0,0,0,0
"100130155",0,0,0,0,0,0
"100130156",0,0,0,0,8,0
"100130157",2,1,0,0,9,0
"100130169",0,0,0,0,0,0
"100130172",0,3,0,0,2,4
"100130197",0,0,0,3,0,0
"100130219",136,122,0,0,152,120
"100130231",0,0,0,0,0,0
"100130232",0,0,0,0,4,0
"100130238",272,155,116,133,239,160
"100130249",0,0,0,0,0,0
"100130255",0,0,0,0,0,0
"100130264",0,0,0,0,0,0
"100130274",0,0,0,0,4,0
"100130275",15,14,7,12,8,18
"100130285",0,2,0,0,0,0
"100130298",29,3,17,13,24,17
"100130301",0,0,0,0,0,4
"100130302",0,0,3,2,1,0
"100130311",6,4,2,0,2,3
"100130331",0,0,2,0,1,0
"100130342",0,0,0,0,2,0
"100130345",0,0,0,0,0,0
"100130348",2,4,1,5,0,1
"100130357",26,28,24,9,113,35
"100130361",0,0,0,0,2,0
"100130370",0,0,2,0,0,0
"100130386",0,0,0,0,1,0
"100130401",2,2,0,0,0,0
"100130417",1,4,32,2,28,0
"100130418",24,75,43,30,82,14
"100130428",0,2,0,0,4,9
"100130449",0,3,0,5,5,2
"100130451",0,0,1,1,0,0
"100130452",0,0,2,0,1,0
"100130458",4,4,0,0,6,2
"100130460",0,0,4,4,0,0
"100130466",0,0,0,0,0,0
"100130476",24,1,16,12,7,16
"100130480",0,0,0,0,0,0
"100130502",0,0,0,0,0,0
"100130503",0,0,0,0,0,0
"100130507",0,0,0,0,0,0
"100130519",4,3,1,2,3,0
"100130520",0,0,0,0,0,0
"100130522",21,6,14,3,61,11
"100130539",55,62,21,55,30,62
"100130547",9,13,0,0,17,12
"100130548",10,20,0,0,15,3
"100130557",37,33,42,28,99,36
"100130579",0,0,0,0,0,0
"100130581",65,35,52,12,105,23
"100130587",0,0,0,0,0,0
"100130589",0,0,0,0,0,0
"100130613",0,0,0,0,0,0
"100130673",0,0,0,0,0,0
"100130691",26,51,32,16,86,39
"100130698",0,0,0,0,0,1
"100130700",0,0,0,0,0,0
"100130701",0,0,0,0,0,0
"100130705",0,0,50,132,0,0
"100130717",10,2,2,5,0,3
"100130733",2,4,6,2,5,12
"100130736",0,0,0,0,0,0
"100130742",9,8,5,3,13,13
"100130744",0,0,62,62,0,0
"100130771",10,8,10,9,15,8
"100130776",73,62,25,71,42,56
"100130800",0,0,0,0,0,1
"100130815",0,0,0,0,0,0
"100130825",0,0,0,0,0,0
"100130827",4,0,2,1,4,0
"100130830",0,0,0,0,0,0
"100130849",0,0,0,0,0,0
"100130855",8,4,7,3,19,25
"100130856",259,146,0,0,103,110
"100130872",0,0,0,0,0,0
"100130876",0,0,0,0,0,0
"100130880",0,0,0,0,2,2
"100130887",27,33,16,17,57,44
"100130889",0,0,0,0,0,0
"100130890",0,0,103,121,0,0
"100130894",30,8,18,17,68,12
"100130899",0,0,4,0,0,0
"100130921",0,0,0,0,10,0
"100130932",86,89,0,0,87,80
"100130933",0,0,3,2,0,4
"100130934",0,0,0,0,0,0
"100130935",0,0,0,0,0,0
"100130938",131,76,0,0,96,70
"100130950",9,0,1,0,38,7
"100130954",3,0,1,0,0,0
"100130958",33,43,33,51,44,87
"100130964",0,0,0,0,0,0
"100130967",39,10,63,19,151,33
"100130987",85,37,46,25,76,43
"100130988",0,0,0,0,0,0
"100130992",0,0,41,16,0,0
"100130998",10,4,0,0,30,14
"100131017",0,0,597,566,0,0
"100131035",13,28,0,0,2,11
"100131047",0,0,0,0,0,0
"100131060",5,2,6,3,13,12
"100131067",189,155,126,112,265,221
"100131089",139,61,78,65,189,72
"100131091",152,172,0,0,145,190
"100131094",20,25,18,5,33,15
"100131096",0,0,0,0,0,0
"100131107",0,0,0,0,0,0
"100131117",1,0,2,0,3,0
"100131131",0,0,0,0,0,0
"100131132",0,0,0,0,0,0
"100131137",0,0,0,0,0,0
"100131138",0,0,0,0,0,0
"100131174",0,1,0,0,0,0
"100131176",0,0,0,0,0,0
"100131187",2,0,2,0,0,0
"100131193",27,34,15,12,53,8
"100131205",67,56,14,27,28,77
"100131208",24,36,35,23,55,48
"100131211",361,485,393,246,665,313
"100131213",479,534,252,290,431,434
"100131234",0,0,0,1,0,0
"100131244",0,0,5,0,0,0
"100131257",0,0,0,0,0,0
"100131275",0,7,0,0,4,0
"100131283",0,0,0,0,0,0
"100131289",0,0,53,53,0,0
"100131297",0,0,0,0,0,0
"100131303",0,0,4,0,0,0
"100131315",0,0,0,0,0,0
"100131316",43,36,0,0,47,26
"100131320",0,0,0,0,0,0
"100131347",4,9,10,0,23,5
"100131354",6,3,0,0,31,26
"100131366",0,0,0,0,0,0
"100131372",0,0,0,0,0,0
"100131373",3,2,0,0,9,0
"100131378",50,104,21,76,24,84
"100131381",7,4,0,0,16,9
"100131390",0,0,0,0,0,0
"100131395",0,0,0,0,6,0
"100131434",15,8,48,15,45,4
"100131439",0,0,0,0,0,0
"100131450",0,0,0,0,0,0
"100131454",12,16,8,12,41,3
"100131479",0,0,0,0,0,0
"100131496",0,0,3,0,2,0
"100131510",4,2,0,0,0,0
"100131519",0,0,0,0,0,0
"100131530",1,1,0,0,5,3
"100131532",0,0,0,0,0,0
"100131539",4,0,5,1,4,0
"100131541",0,0,0,0,0,0
"100131551",0,2,0,0,2,2
"100131561",0,0,4,0,0,0
"100131564",15,27,96,17,192,22
"100131580",0,0,0,0,0,0
"100131607",17,29,0,0,18,16
"100131608",0,0,0,0,0,0
"100131626",0,0,0,0,0,0
"100131635",0,0,0,0,0,0
"100131655",0,0,12,79,0,0
"100131679",8,5,0,0,65,15
"100131691",286,255,38,52,365,277
"100131726",0,0,0,0,0,0
"100131733",16,37,2,12,1,13
"100131738",54,76,0,0,48,164
"100131744",0,0,0,0,0,0
"100131754",102,282,0,0,485,269
"100131755",89,146,342,186,235,116
"100131774",0,0,0,0,0,0
"100131801",1945,1608,371,1081,885,1713
"100131814",0,5,4,6,8,7
"100131816",0,0,0,0,0,0
"100131818",0,0,0,0,0,0
"100131823",0,0,0,0,0,0
"100131825",0,0,0,0,0,0
"100131826",1,2,0,0,10,2
"100131827",0,0,1,0,2,0
"100131871",0,0,0,0,0,0
"100131884",0,0,0,0,5,0
"100131897",189,255,888,182,1139,152
"100131902",0,0,0,0,0,0
"100131910",0,0,0,0,0,0
"100131980",0,0,1,0,0,0
"100131997",45,23,12,28,21,25
"100131998",88,122,65,70,105,100
"100132004",0,0,0,0,0,0
"100132024",0,0,0,0,0,0
"100132050",0,0,0,0,0,0
"100132055",0,0,0,0,0,0
"100132057",0,0,49,27,1,1
"100132062",0,0,3,2,8,0
"100132074",4,0,0,0,0,0
"100132077",0,0,3,0,0,0
"100132078",0,0,0,0,0,0
"100132101",49,23,0,1,62,45
"100132103",2,2,1,0,4,6
"100132111",3,2,0,1,0,0
"100132116",0,0,8,0,0,0
"100132124",0,0,0,0,0,0
"100132143",0,0,0,0,0,0
"100132146",0,0,0,0,0,0
"100132154",0,0,0,0,0,0
"100132159",0,0,1,0,0,0
"100132163",4,5,4,2,7,6
"100132169",0,0,0,0,2,2
"100132174",0,0,0,0,0,0
"100132183",6,4,0,0,44,16
"100132202",0,0,0,0,0,0
"100132215",2,2,7,3,17,12
"100132217",0,0,0,0,0,0
"100132229",0,0,0,0,0,0
"100132234",0,0,0,0,0,0
"100132247",204,75,129,83,278,135
"100132249",11,12,0,0,16,19
"100132257",0,0,0,0,0,0
"100132272",117,108,0,0,65,43
"100132273",26,14,0,0,30,11
"100132285",0,0,0,0,0,0
"100132287",0,4,4,3,7,2
"100132288",124,139,75,88,111,89
"100132292",0,0,0,0,0,0
"100132304",0,0,0,0,0,0
"100132314",35,16,0,0,27,10
"100132330",0,0,0,0,0,0
"100132336",0,0,0,0,0,0
"100132339",0,0,0,0,1,0
"100132341",0,0,0,0,0,0
"100132346",2,1,0,0,0,3
"100132352",104,118,209,325,76,61
"100132354",0,2,0,0,2,0
"100132356",36,28,53,22,93,28
"100132386",0,0,0,0,0,0
"100132396",0,0,0,0,0,0
"100132399",0,0,0,0,0,0
"100132403",0,0,0,0,0,0
"100132406",431,598,67,22,1006,566
"100132417",0,0,3,0,2,2
"100132426",0,1,0,0,0,0
"100132439",2,1,0,0,0,0
"100132460",20,25,0,0,11,19
"100132463",0,0,0,0,0,0
"100132464",0,0,0,0,0,0
"100132472",3,4,0,0,5,0
"100132476",0,0,0,0,0,0
"100132481",0,0,0,0,0,2
"100132501",7,7,0,0,26,7
"100132506",0,0,0,0,0,0
"100132526",0,0,0,0,0,0
"100132529",1,2,4,1,4,4
"100132541",0,0,0,0,0,0
"100132565",0,0,0,0,10,2
"100132581",0,0,0,0,0,0
"100132594",0,0,0,1,0,0
"100132596",0,0,0,0,0,0
"100132618",37,13,68,25,79,31
"100132625",38,26,0,0,41,39
"100132653",0,0,0,0,0,0
"100132677",0,0,5,2,0,0
"100132705",0,0,0,0,0,0
"100132707",83,59,90,61,134,79
"100132708",0,0,0,0,0,0
"100132713",0,0,0,0,0,0
"100132724",0,6,2,2,4,0
"100132726",12,10,0,0,52,16
"100132733",1,1,0,0,6,3
"100132735",0,0,0,0,0,0
"100132738",0,0,0,0,0,0
"100132741",0,0,0,0,0,0
"100132774",51,26,28,45,44,32
"100132781",3,1,2,0,2,10
"100132813",0,2,0,0,4,1
"100132815",0,0,1,0,0,4
"100132831",0,0,0,0,4,0
"100132832",4,0,2,0,4,6
"100132858",1,0,0,0,0,0
"100132859",5,2,0,0,9,4
"100132874",0,0,0,0,0,0
"100132891",227,326,233,202,438,270
"100132900",0,0,0,0,0,0
"100132909",37,40,0,0,170,43
"100132911",81,66,35,20,113,109
"100132913",12,9,0,0,24,25
"100132916",0,0,1,0,0,0
"100132923",17,34,31,21,53,18
"100132929",0,0,0,0,0,0
"100132932",0,0,0,0,0,0
"100132939",0,0,0,0,0,0
"100132941",0,0,0,0,0,0
"100132948",3,3,5,4,4,1
"100132963",0,4,0,2,0,0
"100132967",4,2,0,0,0,0
"100132979",0,0,0,0,4,4
"100132987",237,285,142,172,264,311
"100132994",0,0,0,0,0,0
"100132999",80,59,0,0,63,51
"100133023",0,0,0,0,0,0
"100133034",0,0,0,0,2,3
"100133036",0,2,0,0,0,1
